scientific_name	invasive
Mercurialis annua	true
Merremia aegyptia	true
Merremia tuberosa	true
Mesembryanthemum crystallinum	true
Mesembryanthemum nodiflorum	false
Metaplexis japonica	false
Metasequoia glyptostroboides	false
Mibora minima	false
Micropsis dasycarpa	false
Microstachys corniculata	false
Microstegium vimineum	true
Microthlaspi perfoliatum	true
Mikania micrantha	true
Milium vernale	false
Millettia pinnata	false
Mimosa pigra	true
Mimosa pudica	true
Mimusops coriacea	false
Mimusops elengi	true
Mirabilis jalapa	true
Miscanthus floridulus	true
Miscanthus sacchariflorus	false
Miscanthus sinensis	true
Misopates orontium	true
Mitracarpus hirtus	true
Mnesithea granularis	true
Moehringia trinervia	false
Moenchia erecta	false
Molineria capitulata	true
Molinia caerulea	true
Mollugo cerviana	true
Mollugo flavescens	false
Mollugo nudicaulis	false
Moluccella laevis	false
Momordica balsamina	false
Momordica charantia	true
Monochoria vaginalis	false
Monstera deliciosa	false
Moorochloa eruciformis	false
Moraea collina	false
Moraea polystachya	false
Morella rubra	false
Moricandia arvensis	false
Morinda citrifolia	true
Moringa oleifera	true
Morrenia odorata	false
Morus alba	true
Morus nigra	false
Mosla dianthera	false
Mucuna pruriens	false
Muehlenbeckia complexa	true
Muehlenbeckia hastulata	false
Muhlenbergia cenchroides	false
Muntingia calabura	true
Murdannia keisak	true
Murdannia nudiflora	true
Murdannia spirata	false
Murraya paniculata	true
Musa X	true
Musa acuminata	false
Muscari armeniacum	false
Muscari botryoides	false
Muscari comosum	false
Muscari neglectum	false
Myagrum perfoliatum	false
Mycelis muralis	true
Myoporum laetum	true
Myosotis arvensis	true
Myosotis azorica	true
Myosotis discolor	true
Myosotis latifolia	false
Myosotis scorpioides	true
Myosotis stricta	false
Myosotis sylvatica	true
Myosoton aquaticum	false
Myriophyllum aquaticum	true
Myriophyllum spicatum	true
Myrrhis odorata	true
Myrtus communis	false
Najas graminea	false
Najas minor	true
Najas wrightiana	false
Nandina domestica	true
Narcissus X	false
Narcissus assoanus	false
Narcissus bulbocodium	false
Narcissus jonquilla	false
Narcissus papyraceus	false
Narcissus poeticus	true
Narcissus pseudonarcissus	false
Narcissus tazetta	true
Nardus stricta	true
Nassella chilensis	false
Nassella manicata	false
Nassella neesiana	true
Nassella trichotoma	true
Nasturtium X	false
Nasturtium microphyllum	true
Nasturtium officinale	true
Neillia incisa	false
Nelumbo nucifera	true
Nepeta cataria	true
Nepeta grandiflora	false
Nepeta racemosa	true
Nephrolepis brownii	true
Nephrolepis cordifolia	true
Nephrolepis falcata	true
Neptunia oleracea	false
Nerium oleander	true
Neslia paniculata	true
Neurolaena lobata	true
Neyraudia reynaudiana	true
Nicandra physalodes	true
Nicotiana X	false
Nicotiana acuminata	false
Nicotiana alata	false
Nicotiana glauca	true
Nicotiana langsdorffii	false
Nicotiana longiflora	false
Nicotiana plumbaginifolia	true
Nicotiana rustica	true
Nicotiana suaveolens	false
Nicotiana sylvestris	false
Nicotiana tabacum	true
Nierembergia linariifolia	false
Nierembergia scoparia	false
Nigella damascena	false
Nigella sativa	false
Nipponanthemum nipponicum	false
Nitellopsis obtusa	true
Nomaphila stricta	false
Nonea lutea	false
Nonea rosea	false
Nonea vesicaria	false
Nopalea cochenillifera	true
Noronhia emarginata	true
Nothoscordum borbonicum	false
Nothoscordum gracile	false
Nymphaea X	false
Nymphaea alba	true
Nymphaea capensis	true
Nymphaea jamesoniana	false
Nymphaea lotus	true
Nymphoides cristata	false
Nymphoides indica	false
Nymphoides peltata	true
Ochna serrulata	true
Ochrosia elliptica	true
Ocimum basilicum	true
Odontites vernus	false
Odontites vulgaris	true
Odontonema cuspidatum	true
Odontonema tubaeforme	true
Oeceoclades maculata	true
Oenanthe aquatica	false
Oenanthe javanica	false
Oenanthe pimpinelloides	false
Oenothera affinis	true
Oenothera cordata	false
Oenothera glazioviana	true
Oenothera mollissima	false
Oenothera stricta	true
Oldenlandia salzmannii	false
Olea europaea	true
Omphalodes linifolia	false
Oncosiphon piluliferum	false
Oncosiphon suffruticosum	false
Onobrychis viciifolia	true
Ononis alopecuroides	false
Ononis arvensis	false
Ononis repens	false
Ononis spinosa	false
Onopordum acanthium	true
Onopordum illyricum	true
Onopordum tauricum	false
Ophioglossum pendulum	true
Ophiopogon jaburan	false
Ophiopogon japonicus	false
Oplismenus burmannii	true
Oplismenus undulatifolius	true
Opuntia ficus-indica	true
Opuntia leucotricha	true
Opuntia microdasys	true
Opuntia monacantha	true
Opuntia tomentosa	true
Origanum majorana	false
Origanum vulgare	false
Orlaya grandiflora	false
Ornithogalum caudatum	false
Ornithogalum nutans	false
Ornithogalum pyrenaicum	false
Ornithogalum umbellatum	true
Ornithopus compressus	false
Ornithopus perpusillus	false
Ornithopus pinnatus	false
Ornithopus sativus	true
Orobanche minor	false
Orobanche ramosa	false
Orychophragmus violaceus	false
Oryza rufipogon	false
Oryza sativa	true
Osmanthus heterophyllus	false
Osteospermum ecklonis	false
Osteospermum fruticosum	false
Osteospermum spinescens	false
Otholobium fruticans	false
Ottelia alismoides	true
Oxalis bowiei	false
Oxalis corniculata	false
Oxalis debilis	true
Oxalis exilis	true
Oxalis hirta	false
Oxalis incarnata	false
Oxalis pes-caprae	true
Oxalis purpurea	false
Oxalis rubra	false
Oxalis triangularis	false
Oxybasis glauca	false
Oxyrhynchus volubilis	false
Oxytropis riparia	false
Pachymeniopsis lanceolata	false
Pachyrhizus erosus	true
Pachysandra terminalis	false
Paederia cruddasiana	true
Paederia foetida	true
Paeonia lactiflora	false
Paeonia officinalis	false
Paliurus spina-christi	false
Pallenis maritima	false
Pancratium maritimum	false
Panicum antidotale	true
Panicum bergii	false
Panicum bisulcatum	false
Panicum coloratum	true
Panicum miliaceum	true
Panicum paludosum	false
Panicum repens	true
Panicum sumatrense	false
Panphalea heterophylla	false
Papaver X	false
Papaver argemone	false
Papaver cambricum	true
Papaver dubium	true
Papaver glaucum	false
Papaver hybridum	false
Papaver orientale	false
Papaver rhoeas	true
Papaver somniferum	true
Pappobolus microphyllus	false
Parapholis incurva	false
Parapholis strigosa	false
Paraserianthes lophantha	true
Parentucellia latifolia	false
Parentucellia viscosa	true
Parietaria judaica	false
Parietaria officinalis	false
Paronychia echinulata	false
Paronychia franciscana	false
Parthenium hysterophorus	true
Parthenocissus tricuspidata	true
Pascalia glauca	false
Paspalum almum	false
Paspalum conspersum	false
Paspalum convexum	false
Paspalum coryphaeum	false
Paspalum dilatatum	true
Paspalum fimbriatum	true
Paspalum intermedium	false
Paspalum malacophyllum	true
Paspalum modestum	false
Paspalum nicorae	false
Paspalum notatum	false
Paspalum paniculatum	true
Paspalum quadrifarium	true
Paspalum racemosum	false
Paspalum scrobiculatum	false
Paspalum urvillei	true
Passiflora arida	false
Passiflora biflora	false
Passiflora caerulea	true
Passiflora coccinea	false
Passiflora edulis	true
Passiflora foetida	false
Passiflora gracilis	false
Passiflora jamesonii	false
Passiflora manicata	true
Passiflora mixta	false
Passiflora morifolia	false
Passiflora tarminiana	true
Passiflora vitifolia	true
Pastinaca sativa	true
Paulownia tomentosa	true
Pavonia hastata	false
Peganum harmala	true
Pelargonium X	false
Pelargonium capitatum	true
Pelargonium grossularioides	false
Pelargonium inodorum	false
Pelargonium inquinans	false
Pelargonium panduriforme	false
Pelargonium peltatum	false
Pelargonium quercifolium	false
Pelargonium vitifolium	false
Pelargonium zonale	false
Peltophorum dubium	false
Peltophorum pterocarpum	true
Pentaglottis sempervirens	true
Pentas lanceolata	true
Pentzia incana	false
Peperomia amplexicaulis	false
Peperomia pellucida	true
Pereskia aculeata	true
Pereskia grandifolia	false
Perezia multiflora	false
Pericallis hybrida	false
Perilla frutescens	true
Periploca graeca	false
Persea americana	true
Persicaria bungeana	false
Persicaria capitata	true
Persicaria extremiorientalis	false
Persicaria hydropiper	true
Persicaria longiseta	true
Persicaria maculosa	true
Persicaria nepalensis	true
Persicaria orientalis	true
Persicaria perfoliata	true
Persicaria posumbu	false
Persicaria wallichii	true
Petasites hybridus	true
Petasites japonicus	true
Petasites pyrenaicus	false
Petrea volubilis	true
Petrorhagia dubia	true
Petrorhagia nanteuilii	false
Petrorhagia prolifera	false
Petrorhagia saxifraga	false
Petrosedum sediforme	false
Petroselinum crispum	true
Petunia X	false
Petunia axillaris	false
Petunia integrifolia	true
Peucedanum ostruthium	false
Peucedanum palustre	false
Phaius tankervilleae	true
Phalaris aquatica	true
Phalaris brachystachys	true
Phalaris canariensis	true
Phalaris coerulescens	false
Phalaris minor	true
Phalaris paradoxa	true
Phanera yunnanensis	false
Phaseolus coccineus	false
Phaseolus lunatus	true
Phaseolus vulgaris	false
Phedimus aizoon	false
Phedimus spurius	true
Phegopteris decursivepinnata	false
Phelipanche aegyptiaca	true
Phellodendron amurense	true
Phellodendron chinense	false
Philadelphus coronarius	false
Philadelphus incanus	false
Philadelphus tomentosus	false
Philodendron hederaceum	true
Philydrum lanuginosum	false
Phleum arenarium	false
Phleum paniculatum	false
Phleum pratense	true
Phleum subulatum	false
Phlomis fruticosa	false
Phlomoides tuberosa	false
Phlox X	false
Phoenix canariensis	true
Phoenix dactylifera	true
Phoenix reclinata	true
Photinia glabra	false
Photinia parvifolia	false
Photinia serratifolia	false
Photinia villosa	false
Phragmites australis	true
Phyla fruticosa	false
Phyllanthus acidus	false
Phyllanthus amarus	false
Phyllanthus angustifolius	false
Phyllanthus fluitans	false
Phyllanthus fraternus	false
Phyllanthus tenellus	true
Phyllanthus urinaria	true
Phyllostachys aureosulcata	true
Phyllostachys bissetii	false
Phyllostachys dulcis	false
Phyllostachys edulis	true
Phyllostachys flexuosa	true
Phyllostachys meyeri	false
Phyllostachys nigra	true
Phyllostachys reticulata	true
Phyllostachys rubromarginata	false
Phyllostachys sulphurea	false
Phyllostachys viridiglaucescens	true
Phymatosorus scolopendria	true
Physalis alkekengi	false
Physalis minima	false
Physalis peruviana	true
Physalis philadelphica	true
Phyteuma scheuchzeri	false
Phytolacca bogotensis	false
Phytolacca heterotepala	false
Picea abies	true
Picea orientalis	false
Picris pauciflora	false
Picris rhagadioloides	false
Pieris japonica	false
Pilea involucrata	false
Pilea trianthemoides	false
Pimenta dioica	true
Pimpinella anisum	false
Pimpinella major	false
Pimpinella nigra	false
Pimpinella saxifraga	true
Pinellia ternata	false
Pinus brutia	false
Pinus halepensis	true
Pinus mugo	true
Pinus nigra	true
Pinus pinaster	true
Pinus pinea	true
Pinus roxburghii	true
Pinus sylvestris	true
Pinus thunbergii	true
Pinus wallichiana	true
Piper auritum	true
Piptatherum miliaceum	true
Piptochaetium fuscum	false
Piptochaetium stipoides	false
Pistacia atlantica	false
Pistacia chinensis	false
Pistacia vera	false
Pisum fulvum	false
Pisum sativum	false
Pithecellobium dulce	true
Pittosporum crassifolium	false
Pittosporum eugenioides	false
Pittosporum pentandrum	true
Pittosporum tenuifolium	false
Pittosporum tobira	true
Pittosporum undulatum	true
Pityrogramma calomelanos	true
Plantago coronopus	false
Plantago firma	false
Plantago floccosa	false
Plantago lanceolata	true
Plantago major	true
Plantago media	false
Platago afra	false
Platanus X	false
Platycerium bifurcatum	true
Platycladus orientalis	false
Platycodon grandiflorus	true
Plecostachys serpyllifolia	false
Plectranthus amboinicus	true
Plectranthus parviflorus	true
Pleioblastus simonii	false
Plumbago auriculata	true
Poa annua	true
Poa bulbosa	true
Poa chaixii	false
Poa compressa	true
Poa infirma	false
Poa nemoralis	true
Poa pratensis	true
Poa trivialis	true
Podocarpus macrophyllus	true
Podranea ricasoliana	true
Pogonarthria squarrosa	false
Poincianella mexicana	false
Polemonium caeruleum	false
Polemonium cuspidatum	false
Polyalthia suberosa	true
Polycarpaea corymbosa	false
Polycarpon alsinifolium	false
Polycarpon tetraphyllum	true
Polycnemum majus	false
Polygala myrtifolia	true
Polygala paniculata	true
Polygala vulgaris	false
Polygonatum latifolium	false
Polygonum arenarium	false
Polygonum argyrocoleon	true
Polygonum aviculare	true
Polygonum bellardii	false
Polygonum lacerum	false
Polygonum patulum	true
Polygonum plebeium	false
Polygonum polycnemoides	false
Polypogon australis	false
Polypogon fugax	true
Polypogon imberbis	false
Polypogon maritimus	false
Polypogon monspeliensis	true
Polypogon viridis	true
Polyscias guilfoylei	false
Polystichum polyblepharum	false
Polystichum setiferum	false
Polytrias indica	true
Poncirus trifoliata	false
Populus X	true
Populus alba	true
Populus nigra	false
Populus simonii	false
Populus tremula	false
Poranopsis paniculata	true
Portulaca amilis	false
Portulaca biloba	false
Portulaca grandiflora	true
Posidonia oceanica	false
Potamogeton crispus	true
Potamogeton polygonifolius	false
Potentilla alba	false
Potentilla anglica	false
Potentilla argentea	true
Potentilla collina	true
Potentilla erecta	false
Potentilla inclinata	true
Potentilla intermedia	true
Potentilla recta	true
Potentilla reptans	true
Pouteria campechiana	true
Pouteria dominigensis	false
Pouzolzia zeylanica	false
Praxelis clematidea	true
Premna odorata	false
Primula X	false
Primula japonica	true
Primula veris	false
Prosopis laevigata	false
Prunella laciniata	false
Prunus X	false
Prunus armeniaca	false
Prunus avium	true
Prunus cerasifera	true
Prunus cerasoides	false
Prunus cerasus	true
Prunus domestica	true
Prunus dulcis	false
Prunus fruticosa	false
Prunus glandulosa	false
Prunus insititia	false
Prunus laurocerasus	true
Prunus lusitanica	false
Prunus mahaleb	true
Prunus mume	false
Prunus padus	true
Prunus persica	true
Prunus serrulata	false
Prunus spinosa	false
Prunus subhirtella	false
Prunus tomentosa	true
Prunus triloba	false
Prunus yedoensis	false
Psathyrostachys juncea	true
Pseudabutilon stuckertii	false
Pseudelephantopus spicatus	true
Pseuderanthemum variabile	true
Pseudognaphalium elegans	false
Pseudognaphalium roseum	false
Pseudogynoxys chenopodioides	true
Pseudolysimachion spurium	false
Pseudosasa japonica	true
Pseudoscleropodium purum	false
Psidium cattleianum	true
Psidium guajava	true
Psychotria punctata	false
Pteris cretica	true
Pteris multifida	false
Pteris parkeri	false
Pteris tremula	true
Pteris tripartita	false
Pteris vittata	true
Pterocarya stenoptera	false
Ptychomitrium serratum	false
Ptychosperma elegans	true
Ptychosperma macarthurii	true
Puccinellia distans	false
Puccinellia nutkaensis	false
Puccinellia rupestris	false
Pueraria montana	true
Pulicaria arabica	false
Pulicaria dysenterica	false
Pulicaria paludosa	false
Pulicaria vulgaris	false
Pulmonaria officinalis	false
Pulmonaria saccharata	false
Pulsatilla halleri	false
Punica granatum	false
Pyracantha angustifolia	true
Pyracantha coccinea	true
Pyracantha crenulata	true
Pyracantha fortuneana	true
Pyracantha koidzumii	true
Pyrostegia venusta	true
Pyrus calleryana	true
Pyrus communis	false
Pyrus cordata	false
Pyrus pyrifolia	false
Quadrella incana	false
Quercus acutissima	false
Quercus cerris	true
Quercus ilex	true
Quercus robur	false
Quercus suber	true
Radermachera sinica	false
Radiola linoides	false
Ranunculus arvensis	true
Ranunculus bulbosus	false
Ranunculus cortusifolius	false
Ranunculus ficaria	true
Ranunculus marginatus	true
Ranunculus muricatus	true
Ranunculus parviflorus	true
Ranunculus platensis	false
Ranunculus repens	true
Ranunculus sardous	true
Ranunculus testiculatus	false
Ranunculus trilobus	false
Raphanus raphanistrum	true
Raphanus sativus	true
Rapistrum rugosum	true
Reichardia picroides	true
Reseda alba	true
Reseda lutea	true
Reseda luteola	true
Reseda odorata	false
Reseda phyteuma	false
Retama monosperma	false
Retama raetam	false
Rhagadiolus stellatus	false
Rhamnus arguta	false
Rhamnus cathartica	true
Rhamnus davurica	false
Rhamnus japonica	false
Rhamnus utilis	false
Rhaponticum repens	true
Rheum rhabarbarum	true
Rhinanthus major	false
Rhinanthus serotinus	false
Rhodanthe chlorocephala	false
Rhododendron japonicum	false
Rhododendron simsii	false
Rhodomyrtus tomentosa	true
Rhodophiala bifida	false
Rhodotypos scandens	true
Rhynchospora kunthii	false
Ribes alpinum	false
Ribes nigrum	true
Ribes rubrum	false
Ribes uva-crispa	true
Richardia grandiflora	false
Richardia humistrata	false
Ricinus communis	true
Roemeria refracta	false
Romulea rosea	false
Rorippa amphibia	true
Rorippa anceps	false
Rorippa austriaca	true
Rorippa cantoniensis	true
Rorippa dubia	false
Rorippa globosa	false
Rorippa indica	false
Rorippa sylvestris	true
Rosa X	false
Rosa bracteata	true
Rosa canina	true
Rosa chinensis	false
Rosa cinnamomea	false
Rosa foetida	false
Rosa gallica	false
Rosa glauca	false
Rosa laevigata	true
Rosa lucieae	false
Rosa majalis	false
Rosa mollis	false
Rosa moschata	false
Rosa multiflora	true
Rosa rubiginosa	true
Rosa rugosa	true
Rosa sempervirens	false
Rosa sherardii	false
Rosa sicula	false
Rosa spinosissima	false
Rosa tomentosa	false
Rosa villosa	false
Rosa xanthina	false
Rosmarinus officinalis	false
Rostraria cristata	false
Rotala indica	false
Rotala rotundifolia	false
Rottboellia cochinchinensis	true
Rousselia humilis	false
Rubia tinctorum	true
Rubus bifrons	true
Rubus caesius	true
Rubus canescens	false
Rubus geniculatus	false
Rubus hirsutus	false
Rubus idaeus	true
Rubus illecebrosus	false
Rubus laciniatus	true
Rubus macrophyllus	false
Rubus niveus	true
Rubus parvifolius	false
Rubus phoenicolasius	true
Rubus thyrsoides	false
Rubus ulmifolius	true
Rubus vestitus	true
Ruellia blechum	true
Ruellia ciliatiflora	false
Ruellia simplex	true
Rumex X	false
Rumex acetosa	true
Rumex acetosella	true
Rumex alpinus	true
Rumex bucephalophorus	false
Rumex confertus	true
Rumex conglomeratus	true
Rumex crispus	true
Rumex cristatus	false
Rumex dentatus	true
Rumex frutescens	false
Rumex kerneri	false
Rumex longifolius	true
Rumex obovatus	false
Rumex obtusifolius	true
Rumex paraguayensis	false
Rumex patientia	true
Rumex pseudonatronatus	false
Rumex pulcher	false
Rumex sanguineus	false
Rumex stenophyllus	false
Rumex thyrsiflorus	true
Russelia equisetiformis	true
Ruta chalepensis	true
Ruta graveolens	true
Rytidosperma biannulare	true
Rytidosperma caespitosum	true
Rytidosperma penicillatum	true
Rytidosperma pilosum	true
Rytidosperma racemosum	false
Rytidosperma semiannulare	true
Saccharum officinarum	false
Saccharum spontaneum	true
Sacciolepis indica	true
Sageretia thea	false
Sagina apetala	false
Sagina japonica	true
Sagina nodosa	false
Sagina procumbens	true
Sagina subulata	true
Sagittaria guayanensis	false
Sagittaria montevidensis	false
Salix X	false
Salix alba	true
Salix atrocinerea	false
Salix aurita	false
Salix babylonica	true
Salix caprea	true
Salix cinerea	true
Salix daphnoides	false
Salix eleagnos	false
Salix pentandra	true
Salix purpurea	false
Salix viminalis	false
Salix x	true
Salpichroa origanifolia	true
Salpiglossis sinuata	false
Salsola soda	false
Salsola tragus	true
Salvia X	false
Salvia aethiopis	true
Salvia argentea	false
Salvia glutinosa	false
Salvia hispanica	false
Salvia longistyla	false
Salvia microphylla	false
Salvia nutans	false
Salvia occidentalis	true
Salvia officinalis	false
Salvia pallida	false
Salvia pratensis	false
Salvia sclarea	false
Salvia splendens	false
Salvia sylvestris	false
Salvia tiliifolia	true
Salvia verbenaca	false
Salvia verticillata	true
Salvia virgata	false
Salvinia minima	true
Salvinia molesta	true
Samanea saman	true
Sambucus ebulus	false
Sambucus nigra	false
Samolus valerandi	false
Sanguisorba minor	false
Sansevieria cylindrica	true
Sansevieria hyacinthoides	true
Sansevieria trifasciata	true
Santalum album	true
Santolina chamaecyparissus	false
Sanvitalia procumbens	false
Sapindus mukorossi	false
Saponaria ocymoides	false
Saponaria officinalis	true
Saponaria pumilio	false
Saribus rotundifolius	false
Sasa palmata	false
Satureja hortensis	false
Satureja montana	false
Saxifraga sibthorpii	false
Saxifraga stolonifera	false
Saxifraga tridactylites	false
Scabiosa atropurpurea	false
Scabiosa columbaria	false
Scabiosa ochroleuca	false
Scandix pecten-veneris	false
Schedonorus arundinaceus	true
Schedonorus giganteus	false
Schedonorus pratensis	true
Schefflera actinophylla	true
Schenkia spicata	false
Schinus longifolius	false
Schinus molle	true
Schinus polygama	false
Schinus polygamus	false
Schinus terebinthifolia	true
Schismus arabicus	true
Schismus barbatus	true
Schizanthus pinnatus	false
Schizophragma hydrangeoides	false
Schoenoplectiella mucronata	true
Schoenoplectus lacustris	false
Schoenoplectus triqueter	true
Scilla forbesii	false
Scilla hyacinthoides	false
Scilla luciliae	false
Scilla siberica	true
Scirpoides holoschoenus	false
Scleranthus annuus	true
Scleranthus perennis	false
Scleria bourgeaui	false
Scleria eggersiana	false
Scleria lacustris	false
Scleria microcarpa	false
Sclerochloa dura	false
Scolymus hispanicus	false
Scolymus maculatus	false
Scoparia montevidensis	false
Scorpiurus muricatus	false
Scorzonera hispanica	false
Scorzonera laciniata	true
Scorzoneroides muelleri	false
Scrophularia auriculata	false
Scrophularia canina	false
Scrophularia peregrina	false
Scrophularia umbrosa	false
Scutellaria altissima	false
Scutellaria caerulea	false
Scutellaria racemosa	false
Searsia lancea	false
Secale cereale	true
Sechium edule	true
Securigera cretica	false
Securigera globosa	false
Securigera securidaca	false
Securigera varia	true
Sedum acre	false
Sedum album	false
Sedum dasyphyllum	false
Sedum dendroideum	false
Sedum diffusum	false
Sedum hispanicum	false
Sedum lineare	false
Sedum mexicanum	false
Sedum ochroleucum	false
Sedum praealtum	false
Sedum rupestre	false
Sedum sarmentosum	false
Sedum sexangulare	false
Sedum stoloniferum	false
Selaginella braunii	false
Selaginella kraussiana	true
Selaginella uncinata	false
Selaginella willdenowii	false
Selenicereus grandiflorus	true
Selenicereus pteranthus	true
Selinum carvifolia	false
Sempervivum tectorum	false
Senecio brasiliensis	true
Senecio cannabinifolius	false
Senecio elegans	false
Senecio glomeratus	false
Senecio linearifolius	true
Senecio rupestris	false
Senecio squalidus	true
Senecio sylvaticus	true
Senecio viscosus	true
Senecio vulgaris	true
Senna alata	true
Senna artemisioides	false
Senna atomaria	false
Senna bicapsularis	false
Senna corymbosa	false
Senna didymobotrya	true
Senna italica	false
Senna multiglandulosa	false
Senna occidentalis	true
Senna siamea	true
Senna spectabilis	true
Senna surattensis	true
Senna tora	true
Serratula tinctoria	false
Sesamum indicum	false
Sesbania grandiflora	false
Sesbania punicea	true
Sesbania sericea	true
Sesbania virgata	false
Seseli libanotis	false
Sesuvium crithmoides	false
Setaria barbata	true
Setaria faberi	true
Setaria helvola	true
Setaria italica	true
Setaria megaphylla	true
Setaria nigrirostris	false
Setaria setosa	false
Setaria sphacelata	true
Setaria verticillata	true
Setaria viridis	true
Severinia buxifolia	false
Sherardia arvensis	true
Sida abutilifolia	false
Sida antillensis	false
Sida linifolia	true
Sida santaremensis	false
Sida urens	true
Sideritis lanata	false
Sideritis montana	false
Sideritis romana	false
Sigesbeckia orientalis	true
Sigmoidotropis speciosa	true
Silene X	false
Silene armeria	true
Silene chalcedonica	true
Silene chlorantha	false
Silene coeli-rosa	false
Silene conica	false
Silene conoidea	false
Silene coronaria	false
Silene csereii	false
Silene dichotoma	false
Silene dioica	true
Silene flos-cuculi	true
Silene fulgens	false
Silene gallica	true
Silene italica	false
Silene latifolia	true
Silene noctiflora	true
Silene nutans	false
Silene pendula	false
Silene pseudatocion	false
Silene viscaria	false
Silene vulgaris	true
Silybum marianum	true
Sinapis alba	true
Sinapis arvensis	true
Sisymbrium altissimum	true
Sisymbrium austriacum	false
Sisymbrium erysimoides	false
Sisymbrium irio	true
Sisymbrium loeselii	true
Sisymbrium officinale	true
Sisymbrium orientale	true
Sisymbrium polyceratium	false
Sisymbrium turczaninowii	false
Sisyrinchium iridifolium	false
Solandra grandiflora	false
Solanum aviculare	true
Solanum bulbocastanum	false
Solanum capsicoides	true
Solanum cardiophyllum	false
Solanum chrysotrichum	true
Solanum crispum	false
Solanum diphyllum	false
Solanum donianum	false
Solanum dulcamara	true
Solanum furcatum	false
Solanum glaucophyllum	false
Solanum lanceolatum	false
Solanum laxum	false
Solanum lycopersicum	true
Solanum marginatum	false
Solanum mauritianum	true
Solanum melongena	true
Solanum nigrescens	true
Solanum nigrum	true
Solanum peruvianum	false
Solanum physalifolium	true
Solanum pseudocapsicum	true
Solanum scabrum	false
Solanum seaforthianum	true
Solanum sisymbriifolium	true
Solanum tampicense	true
Solanum torvum	true
Solanum tuberosum	true
Solanum umbellatum	false
Solanum viarum	true
Solanum villosum	true
Solanum virginianum	false
Soleirolia soleirolii	true
Soliva anthemifolia	true
Soliva sessilis	true
Soliva stolonifera	false
Sonchus arvensis	true
Sonchus asper	true
Sonchus oleraceus	true
Sonchus tenerrimus	false
Sorbaria kirilowii	false
Sorbaria sorbifolia	true
Sorbus airia	false
Sorbus alnifolia	false
Sorbus aucuparia	true
Sorbus hybrida	false
Sorbus intermedia	false
Sorghum X	false
Sorghum arundinaceum	true
Sorghum bicolor	true
Sorghum halepense	true
Sparaxis fragrans	false
Sparaxis grandiflora	false
Sparaxis tricolor	false
Sparganium erectum	true
Sparganium stoloniferum	false
Spartina X	true
Spartina anglica	false
Spartina densiflora	false
Spartina maritima	false
Spartium junceum	true
Spathodea campanulata	true
Spathoglottis plicata	true
Spergula arvensis	true
Spergula morisonii	false
Spergula pentandra	false
Spergularia bocconi	false
Spergularia diandra	false
Spergularia echinosperma	false
Spergularia media	false
Spergularia platensis	false
Spergularia purpurea	false
Spergularia rubra	true
Spergularia villosa	false
Spermacoce dasycephala	false
Spermacoce verticillata	true
Sphaeralcea bonariensis	false
Sphaerophysa salsula	false
Sphagneticola trilobata	true
Sphenoclea zeylanica	true
Spinacia oleracea	true
Spiraea cantoniensis	false
Spiraea chamaedryfolia	true
Spiraea hypericifolia	false
Spiraea japonica	true
Spiraea prunifolia	false
Spiraea salicifolia	false
Spiraea thunbergii	false
Spiraea trilobata	false
Spiraea vanhouttei	false
Spondias purpurea	false
Sporobolus alterniflorus	true
Sporobolus creber	false
Sporobolus diandrus	true
Sporobolus fimbriatus	false
Sporobolus indicus	true
Sporobolus pyramidalis	true
Sporobolus tenuissimus	true
Stachys annua	true
Stachys arvensis	true
Stachys byzantina	false
Stachys germanica	false
Stachys longispicata	false
Stachys macrantha	false
Stachys ocymastrum	false
Stachys officinalis	false
Stachys recta	false
Stachys sieboldii	false
Stachys sylvatica	false
Stachytarpheta cayennensis	true
Stachytarpheta urticifolia	true
Stellaria graminea	true
Stellaria holostea	false
Stellaria media	true
Stellaria neglecta	false
Stellaria pallida	false
Stellaria palustris	false
Stellaria parva	false
Stenochlaena tenuifolia	false
Sternbergia lutea	false
Stictocardia tiliifolia	true
Stigmaphyllon emarginatum	false
Stipa capensis	true
Stranvaesia davidiana	true
Striga asiatica	true
Striga gesnerioides	true
Strigosella africana	true
Strobilanthes alternata	true
Strobilanthes reptans	true
Strychnos spinosa	false
Stuartina hamata	false
Styphnolobium japonicum	true
Styrax japonicus	false
Suaeda linifolia	false
Suaeda maritima	false
Succisa pratensis	false
Succisella inflexa	false
Syagrus romanzoffiana	true
Symphytum X	false
Symphytum asperum	true
Symphytum officinale	true
Symphytum tuberosum	false
Symplocos paniculata	false
Synedrella nodiflora	true
Syngonium angustatum	false
Syngonium podophyllum	true
Syringa X	false
Syringa josikaea	false
Syringa reticulata	false
Syringa villosa	false
Syringa vulgaris	true
Syzygium cumini	true
Syzygium jambos	true
Syzygium nervosum	true
Tabebuia aurea	true
Tabernaemontana alba	false
Tabernaemontana divaricata	false
Taeniatherum caput-medusae	true
Tagetes erecta	true
Tagetes filifolia	false
Tagetes lucida	false
Tagetes minima	false
Tagetes minuta	true
Talinum fruticosum	true
Talipariti tiliaceum	true
Tamarindus indica	true
Tamarix africana	true
Tamarix aphylla	true
Tamarix aralensis	false
Tamarix canariensis	false
Tamarix chinensis	true
Tamarix gallica	true
Tamarix parviflora	true
Tamarix ramosissima	true
Tamarix tetragyna	false
Tanacetum balsamita	false
Tanacetum coccineum	false
Tanacetum corymbosum	false
Tanacetum parthenium	true
Tanacetum vulgare	true
Tara spinosa	false
